#RAT ;#SONO;INICIO ;FIM;DURAÇÃO;EMG -8;EMG -6;EMG -4;EMG -2;EMG AP1;EMG AP2;REM -8;REM -6;REM -4;REM -2;REM AP1;REM AP2;NREM -8;NREM -6;NREM -4;NREM -2;NREM AP1;NREM AP2
R25;REM;7855.1;7863.0;7.90;13.199;0.0534;0.0610;0.0992;0.1907;0.0534;35.324;28.076;72.250;86.060;74.844;647.049;20.142;0.8926;0.7324;23.575;51.727;90.714
R25;REM;13249.0;13256.9;7.90;0.1297;0.1221;0.1221;0.1221;0.1068;0.1602;0.9537;38.986;169.601;18.082;20.294;0.7553;46.387;17.548;0.8316;26.474;31.891;23.422
R25;REM;3770.0;3777.9;7.90;16.632;12.589;0.4272;0.2823;0.2518;0.2670;30.518;19.531;26.932;52.567;51.804;67.444;65.842;19.302;0.6790;0.4730;0.1831;0.0916
R25;REM;1980.0;1988.0;8.00;0.3586;0.2365;0.2060;0.1831;0.1984;0.7401;0.4425;26.474;104.828;52.948;0.1755;0.6027;34.180;13.275;13.580;23.880;30.746;10.452
R25;REM;11701.0;11709.0;8.00;0.1755;0.5264;0.1831;0.5493;0.0458;0.0458;12.589;24.567;34.714;104.294;201.874;82.779;55.847;19.455;20.065;12.970;51.422;92.697
R25;REM;12284.0;12292.1;8.10;13.580;13.275;12.589;13.809;13.351;15.030;0.2365;12.512;18.158;0.3433;0.0534;0.8774;30.289;13.504;16.937;217.133;0.2136;0.1221
R25;REM;25703.0;25711.3;8.30;10.757;10.529;10.300;0.9537;0.9995;0.8011;0.4044;46.387;152.130;83.084;43.259;17.853;57.602;28.534;10.529;0.8698;0.3967;0.1526
R25;REM;2483.0;2491.3;8.30;12.741;11.826;12.360;0.6256;0.3510;15.030;0.5646;40.283;90.179;55.466;86.823;37.766;28.763;14.114;12.894;13.962;0.1755;0.5035
R25;REM;23332.1;23340.5;8.40;0.9918;0.9613;10.223;0.7629;0.6561;0.8011;0.6561;10.147;22.964;21.133;0.8163;0.3815;57.449;25.330;24.796;38.376;16.556;21.133
R25;REM;24706.0;24714.4;8.40;0.0916;0.4044;0.0763;0.0534;0.0458;0.0458;28.687;49.210;69.656;30.899;0.7401;12.360;41.656;13.504;0.5722;45.624;0.2213;0.3510
R25;REM;3656.1;3664.6;8.50;0.7935;0.9308;0.7324;0.6561;0.6409;0.7019;30.899;23.193;14.572;0.6943;0.3052;0.8392;54.932;10.681;0.9460;32.730;377.579;136.185
R25;REM;17060.0;17068.6;8.60;0.1068;0.1602;0.1068;0.0687;0.0610;0.1144;30.365;34.485;34.637;18.311;19.913;22.659;64.926;27.313;21.591;50.735;0.4196;0.4272
R25;REM;5040.0;5048.7;8.70;0.5798;0.5112;0.5264;0.4349;0.3891;0.3510;22.202;22.049;35.477;10.223;37.155;12.131;119.781;28.076;20.905;37.537;17.242;38.834
R25;REM;12175.0;12183.8;8.80;0.6714;0.7095;0.6638;0.3433;0.3815;0.3433;0.8011;57.755;54.321;48.141;24.261;0.5951;97.275;11.597;0.6409;0.3967;11.902;40.588
R25;REM;3395.1;3403.9;8.80;0.8545;0.7858;0.5951;0.4501;0.3128;0.2136;25.253;45.166;24.109;48.828;31.128;26.169;147.247;18.463;0.5569;0.4044;0.1907;0.1755
R25;REM;7337.0;7345.9;8.90;0.6561;0.6561;0.5951;0.5417;0.3738;0.2899;0.3204;15.411;43.640;56.458;37.384;36.850;66.147;19.531;20.905;14.420;81.940;42.953
R25;REM;2559.0;2567.9;8.90;0.7019;0.7477;0.4349;0.2670;0.2060;0.2136;17.929;20.828;16.861;11.978;45.013;0.8469;84.000;25.253;28.915;56.839;13.809;0.7401
R25;REM;9400.0;9409.1;9.10;0.2289;0.1831;0.2060;0.1297;0.7019;0.1373;0.6943;31.204;18.387;26.855;0.7553;26.093;56.229;0.7019;0.5951;15.259;12.131;15.793
R25;REM;13796.0;13805.1;9.10;0.1602;0.1297;0.1755;0.1373;0.1144;0.1144;13.123;33.875;49.057;13.504;0.4120;13.885;53.329;0.8621;0.3815;0.7248;22.049;12.360
R25;REM;11341.0;11350.2;9.20;0.2594;0.2747;0.2747;0.2899;0.3815;0.7095;10.986;0.9842;22.278;0.2365;0.4578;18.158;34.027;25.711;19.073;45.624;43.793;10.147
R25;REM;25753.0;25762.2;9.20;14.572;12.054;12.207;12.207;0.9079;0.6561;0.3967;22.430;83.771;57.220;68.283;31.433;31.586;13.351;17.090;18.082;143.204;16.556
R25;REM;19112.0;19121.3;9.30;0.1755;0.0610;0.0305;0.0381;0.0153;0.0153;0.4501;51.651;71.259;0.6866;32.654;85.220;0.4044;0.7477;0.9995;15.030;0.6638;14.420
R25;REM;13665.0;13674.4;9.40;0.0687;0.0305;0.0305;0.0458;0.0458;0.0381;29.144;20.218;44.174;28.534;12.512;0.3357;37.155;15.564;14.496;34.256;0.1450;0.2289
R25;REM;21132.1;21141.8;9.70;12.283;13.275;0.7706;0.4654;0.4425;0.4425;15.488;41.733;15.869;0.5569;0.2594;0.7477;71.640;17.624;0.7782;13.504;0.1373;0.2747
R25;REM;26234.0;26243.7;9.70;21.820;13.885;12.512;0.7553;0.5569;0.2594;19.836;136.337;86.136;19.379;22.278;22.888;0.7401;0.4654;12.589;47.531;19.913;0.4425
R25;REM;26058.0;26067.8;9.80;10.300;0.8392;0.7706;0.7706;0.7553;0.7629;20.447;15.411;21.667;10.223;18.311;41.199;20.370;34.409;0.8850;71.411;12.512;20.370
R25;REM;2999.0;3008.9;9.90;0.7553;0.5951;0.4272;0.3662;0.2518;0.1831;35.324;21.744;34.332;34.561;10.605;0.9918;70.648;57.907;15.411;35.324;0.1221;0.0839
R25;REM;23812.1;23822.1;10.00;0.1297;0.1373;0.1297;0.1526;0.1373;0.1526;0.1602;13.046;56.381;113.831;176.163;152.740;65.308;20.294;0.9613;0.7553;45.166;26.321
R25;REM;24782.0;24792.1;10.10;0.2136;0.2441;0.2060;0.2060;0.3586;0.4349;0.7553;11.139;14.877;0.9537;0.3738;0.2670;26.779;23.041;16.937;16.327;18.311;19.684
R25;REM;2775.1;2785.2;10.10;0.5646;0.5875;0.5264;0.4120;0.2213;0.1450;0.5569;43.793;116.882;85.068;19.760;13.275;121.002;34.256;11.520;26.627;0.0916;0.1297
R25;REM;13851.0;13861.2;10.20;0.1831;0.1831;0.1907;0.1755;0.1831;0.2899;0.4196;20.752;26.779;0.3738;0.1526;0.0687;141.754;17.090;17.471;74.692;76.370;0.7629
R25;REM;14039.0;14049.2;10.20;0.1221;0.1297;0.0839;0.0763;0.1068;0.0763;0.4654;26.016;18.158;0.7477;0.3128;0.3662;34.866;17.700;14.114;21.439;72.556;28.763
R25;REM;28455.1;28465.3;10.20;0.4959;0.3281;0.2594;0.9689;0.7095;0.1144;21.820;10.910;25.177;15.640;78.430;62.332;21.667;19.073;0.7172;15.793;0.8469;0.1144
R25;REM;8661.0;8671.3;10.30;0.5035;0.5112;0.5417;0.7706;0.7935;12.054;10.147;26.550;58.975;17.242;0.0916;26.779;65.460;20.981;13.199;0.4349;21.896;11.597
R25;REM;13944.1;13954.4;10.30;0.4044;0.0610;0.0229;0.0229;0.0153;0.0305;0.4120;134.506;218.506;73.318;40.970;21.515;10.376;13.046;0.8392;0.3281;0.5035;0.2136
R25;REM;2007.0;2017.3;10.30;0.4425;0.1984;0.1755;0.1297;0.1144;0.0992;0.6790;37.766;41.962;41.504;201.111;118.866;32.654;18.234;17.090;23.575;14.648;21.133
R25;REM;7839.0;7849.3;10.30;0.7324;0.7706;0.8926;0.1602;0.0763;0.1602;0.7935;15.259;48.141;58.212;85.678;18.845;15.411;11.978;0.9460;0.5798;0.9537;0.8850
R25;REM;26180.1;26190.5;10.40;16.632;15.106;10.757;0.7095;0.5569;0.5875;23.422;28.687;98.190;65.918;27.695;12.207;39.291;19.531;0.4044;17.548;0.6485;0.4349
R25;REM;26339.0;26349.5;10.50;0.0687;0.0610;10.071;0.0992;0.0916;0.0763;126.190;42.267;111.923;132.446;32.578;244.293;10.300;0.8469;0.7095;0.8011;21.973;0.3586
R25;REM;26010.0;26020.7;10.70;17.471;14.801;13.809;15.793;14.877;16.708;26.627;60.501;28.305;0.7935;0.3128;23.270;66.833;30.212;18.463;65.002;10.300;0.8011
R25;REM;7279.0;7289.8;10.80;0.4959;0.4272;0.3891;0.4044;0.5493;0.3586;11.597;14.648;12.741;0.5493;10.147;0.6638;45.471;32.654;24.490;0.6866;34.485;0.9232
R25;REM;26116.1;26126.9;10.80;21.591;18.005;11.749;0.9613;0.6409;0.5188;102.692;77.515;39.978;25.024;33.798;14.954;15.869;17.395;13.428;10.529;0.5569;0.5798
R25;REM;2339.0;2349.9;10.90;0.5875;0.4807;0.3891;0.3281;0.1068;0.0992;23.117;58.823;19.531;21.820;169.754;330.963;62.485;15.869;11.063;19.455;19.989;43.182
R25;REM;2601.0;2611.9;10.90;0.8240;0.6256;0.4425;0.3510;0.1602;0.0992;25.558;21.591;33.722;24.490;0.8392;0.4196;46.692;19.608;21.744;29.602;0.4654;10.605
R25;REM;3505.0;3515.9;10.90;0.8163;0.8011;0.6638;0.5569;0.5417;0.2899;0.8774;56.686;127.182;50.049;19.531;37.308;115.051;18.005;16.937;22.354;63.248;11.368
R25;REM;19750.1;19761.0;10.90;0.0839;0.0763;0.0687;0.0687;0.0610;0.0610;0.7172;65.842;19.455;0.5417;0.3586;23.193;30.441;18.234;17.319;55.389;21.744;0.7706
R25;REM;13428.0;13439.0;11.00;0.0916;0.0992;0.0916;0.0916;0.0916;0.0916;0.4654;15.793;21.667;0.6943;0.1907;0.2975;39.215;19.760;21.973;13.123;0.2670;0.1373
R25;REM;22579.0;22590.0;11.00;0.5341;0.3052;0.1907;0.1297;0.1297;0.1297;19.379;30.746;58.289;16.785;0.1755;15.030;51.575;13.046;0.9232;0.7935;0.9079;0.4654
R25;REM;25943.0;25954.1;11.10;14.343;13.351;0.8774;0.7935;0.7935;0.7553;0.1907;40.741;64.011;80.872;15.259;0.9766;139.313;23.727;0.9537;0.8392;0.1526;0.0839
R25;REM;15735.1;15746.3;11.20;0.1373;0.1755;0.1144;0.1144;0.1221;0.1221;0.6638;76.370;193.176;73.624;51.575;72.632;32.959;0.9232;0.3891;0.6104;0.9613;0.2823
R25;REM;26088.0;26099.2;11.20;16.937;16.403;13.733;10.300;0.6104;0.4807;0.5188;17.242;40.741;42.038;23.956;25.711;54.703;16.937;18.463;17.014;0.6790;0.6638
R25;REM;7685.0;7696.3;11.30;0.6638;0.4349;0.2060;0.0916;0.0763;0.2289;33.875;29.831;245.285;208.740;0.4120;0.9537;39.749;17.853;0.2670;0.4654;0.4120;0.3815
R25;REM;13530.0;13541.4;11.40;0.0992;0.0916;0.1068;0.0839;0.0916;0.0916;12.131;22.964;23.804;0.9842;0.2289;0.2441;38.147;0.9537;15.259;12.589;0.5798;0.2518
R25;REM;3885.0;3896.4;11.40;0.1221;0.2060;0.1297;0.1678;0.1221;0.1221;0.6104;21.515;23.956;119.858;145.798;90.027;0.6638;23.422;11.520;0.8469;0.5112;0.4120
R25;REM;2119.0;2130.5;11.50;0.7477;0.6485;0.4272;0.2594;0.2899;0.7629;0.8545;46.387;38.071;10.071;0.1068;19.760;59.433;0.6027;19.073;77.515;68.207;19.913
R25;REM;24008.0;24019.6;11.60;0.2289;0.1373;0.2289;0.1373;0.1297;0.1450;0.7935;208.969;468.063;34.409;63.705;65.460;68.893;10.681;0.8087;20.142;0.4501;0.3967
R25;REM;14185.0;14196.6;11.60;0.1450;0.1678;0.1678;0.1144;0.0763;0.0763;13.275;103.531;13.428;18.539;50.888;0.8240;66.071;14.343;16.251;21.515;0.8316;0.8163
R25;REM;14956.1;14967.7;11.60;0.1907;0.1526;0.1526;0.1373;0.1144;0.1221;0.4272;25.406;22.812;10.376;12.741;30.289;59.586;12.283;0.9079;41.809;35.934;51.804
R25;REM;25840.1;25851.8;11.70;0.3357;0.2289;0.2747;0.1602;0.0534;0.0610;17.471;36.011;0.8316;17.776;43.793;0.8163;12.360;28.610;18.234;18.997;0.3128;0.9918
R25;REM;2863.0;2875.0;12.00;32.425;0.1831;0.1144;0.0839;0.0839;0.1068;13.275;41.122;109.711;10.147;10.910;0.4883;55.237;0.9003;0.5341;25.864;22.964;21.286
R25;REM;11431.0;11443.0;12.00;0.2289;0.2365;0.2441;0.2365;0.2365;0.3128;0.7935;34.409;98.419;0.6790;0.0534;0.1221;41.962;28.763;12.436;25.787;0.9079;48.904
R25;REM;25729.0;25741.1;12.10;12.360;0.9842;0.8698;0.8392;0.6790;0.6256;0.2747;27.847;29.755;28.534;51.956;65.079;35.782;19.150;15.564;15.793;0.7248;16.556
R25;REM;28789.0;28801.1;12.10;0.0992;0.0687;0.0458;0.0458;0.0534;0.0610;0.5951;24.948;21.286;99.106;213.470;98.724;51.804;14.038;15.106;0.9384;0.7019;13.657
R25;REM;9768.0;9780.2;12.20;0.4349;0.4730;0.4120;0.4272;0.2747;0.2365;0.3357;33.340;23.041;0.4730;0.4730;10.223;26.398;0.8316;25.406;0.7629;46.158;28.915
R25;REM;20533.0;20545.3;12.30;0.0610;0.0610;0.0610;0.0610;0.0534;0.0610;20.370;53.558;23.499;22.202;13.733;12.817;44.022;27.161;14.954;0.4501;0.1755;0.2899
R25;REM;7985.0;7997.4;12.40;0.2975;0.2747;0.1068;0.0534;0.0458;0.0458;0.6485;80.261;59.204;17.776;53.177;12.512;110.779;25.177;10.757;37.003;0.7782;0.3204
R25;REM;18655.1;18667.5;12.40;0.0229;0.0000;0.0076;0.4501;0.0000;0.0000;0.7858;16.632;20.676;84.152;43.259;54.703;14.954;15.717;22.659;0.3738;0.2136;0.6180
R25;REM;26264.0;26276.5;12.50;15.717;16.785;14.572;12.589;0.5417;0.2747;0.1221;32.120;98.572;0.7324;10.300;26.093;62.714;12.360;0.9766;33.188;0.0610;0.1678
R25;REM;18604.0;18616.9;12.90;0.0153;0.0534;0.9155;0.1831;0.0076;0.0076;0.1907;14.648;35.706;92.163;15.335;24.338;47.760;14.038;11.826;0.5722;0.2594;0.1450
R25;REM;26523.0;26536.0;13.00;0.0610;0.0610;0.0687;0.0687;0.0839;0.0916;0.9613;485.840;184.250;104.675;235.138;235.443;40.588;11.292;10.834;0.4120;0.0916;0.5875
R25;REM;22964.0;22977.2;13.20;0.4044;0.3052;0.2441;0.2823;0.1144;0.1297;0.4272;17.471;21.744;32.578;45.547;0.9613;62.408;18.387;20.065;14.343;0.1907;0.3281
R25;REM;23840.0;23853.2;13.20;22.049;0.9079;0.4425;0.1755;0.1755;0.1907;81.711;31.815;14.038;95.749;191.574;0.9918;0.3738;0.5875;16.174;0.5035;0.9155;12.131
R25;REM;28700.0;28713.2;13.20;0.4272;0.2441;0.0534;0.0458;0.0381;0.0381;26.398;53.787;92.316;11.902;18.311;18.311;74.692;14.648;0.3128;13.351;0.6866;10.986
R25;REM;3305.0;3318.3;13.30;0.6104;0.6409;0.4959;0.4272;0.4349;0.3738;10.681;27.313;37.384;45.166;36.392;0.8163;54.779;11.597;14.572;32.425;0.2213;0.3815
R25;REM;12577.0;12590.4;13.40;0.3891;0.3586;0.2594;0.2899;0.2060;0.1831;0.5875;38.071;88.043;0.6714;14.191;53.940;60.196;22.430;14.648;10.757;0.4196;23.956
R25;REM;28379.0;28392.6;13.60;37.003;0.0458;0.0458;0.0458;0.0458;0.1297;151.901;11.673;227.966;84.305;11.826;29.144;0.3357;12.512;0.2518;0.9079;0.4272;12.207
R25;REM;14728.1;14741.7;13.60;0.0687;0.0687;0.0458;0.0381;0.0381;0.0381;0.7248;18.997;317.230;210.037;21.057;0.7706;10.147;14.572;0.8392;0.1450;0.3510;0.1831
R25;REM;16990.0;17003.7;13.70;0.0458;0.0534;0.1526;0.0381;0.0534;0.0458;11.826;11.139;53.482;32.120;74.081;82.855;48.523;0.9232;0.3052;0.6866;0.3510;0.1068
R25;REM;17106.0;17120.1;14.10;0.1678;0.0687;0.0610;0.0534;0.0458;0.0534;0.8545;25.177;15.945;99.716;40.894;32.806;0.7935;11.902;22.278;11.063;10.300;17.319
R25;REM;3450.0;3464.1;14.10;0.6561;0.5875;0.4807;0.2289;0.1068;0.0839;14.648;36.545;34.180;26.245;42.801;25.177;34.409;28.076;18.311;18.921;47.302;438.309
R25;REM;25672.0;25686.2;14.20;0.9003;0.7629;0.5798;0.2670;0.1068;0.1068;0.9995;31.128;19.531;106.583;25.330;0.5569;40.207;18.311;22.736;0.6027;0.0610;0.2899
R25;REM;23455.1;23469.7;14.60;0.8011;0.9003;0.7477;0.5188;0.4654;0.4349;0.8087;20.218;25.711;0.4730;0.2518;0.5569;34.943;26.932;12.970;15.030;0.5569;0.1297
R25;REM;28523.0;28537.8;14.80;0.1221;0.0458;0.0916;0.0458;0.0534;0.0534;0.8163;95.749;65.155;239.639;38.147;0.5722;23.651;0.5112;12.589;0.5493;0.9384;12.360
R25;REM;26939.0;26954.0;15.00;0.6790;0.5035;0.3433;0.2213;0.1144;0.0687;10.376;58.746;35.629;16.937;30.136;14.801;123.367;15.411;0.3586;15.259;0.2670;0.4578
R25;REM;28093.1;28108.1;15.00;17.700;18.158;0.6561;0.2823;0.2289;0.1755;13.657;23.956;17.319;24.719;11.139;54.169;26.550;12.512;10.529;0.8698;19.608;32.578
R25;REM;25908.0;25923.1;15.10;19.760;17.166;18.082;17.014;18.082;18.539;22.125;32.501;15.106;10.071;28.152;16.556;10.223;13.123;18.768;54.626;0.4044;0.4654
R25;REM;7197.0;7212.1;15.10;0.8316;0.6866;0.4349;0.3357;0.1678;0.2365;31.662;10.300;89.569;49.210;26.703;0.2365;30.212;16.937;0.8163;11.749;0.0687;0.1450
R25;REM;28411.1;28426.3;15.20;17.166;0.6790;0.2060;0.1221;0.0839;0.0916;0.6790;20.447;38.605;0.7629;0.7019;14.954;120.697;21.057;13.428;17.929;219.574;112.610
R25;REM;26439.1;26454.4;15.30;0.0610;0.0687;0.0763;0.0687;0.0610;0.0687;27.618;70.190;167.770;0.8087;15.030;55.771;28.687;19.379;0.6104;53.864;0.2594;0.3586
R25;REM;26376.1;26391.8;15.70;18.463;0.9766;0.8087;0.8698;0.3662;0.2136;0.6790;14.954;20.905;0.5646;18.082;11.826;42.496;10.529;20.447;35.629;20.599;11.749
R25;REM;23259.0;23274.8;15.80;0.5188;0.4807;0.4883;0.4730;0.4120;0.3738;18.311;35.400;13.962;36.011;0.5493;0.7172;111.237;17.242;15.488;10.757;12.207;50.735
R25;REM;7780.0;7795.8;15.80;0.1678;0.1373;0.0763;0.0687;0.0763;0.0687;10.376;11.063;47.073;81.024;137.558;463.943;43.411;11.749;11.749;0.8087;28.763;20.599
R25;REM;23933.0;23949.8;16.80;78.049;0.5341;0.1755;0.2060;0.8621;13.733;0.6790;78.888;23.727;0.2975;22.278;25.940;94.910;0.7019;0.7477;17.242;0.1450;0.1602
R25;REM;23394.1;23411.0;16.90;0.2365;0.1678;0.1221;0.1221;0.1144;0.1144;10.223;204.468;33.875;15.259;0.7172;10.376;99.106;11.597;10.681;37.613;18.082;43.411
R25;REM;28286.0;28303.0;17.00;0.5569;0.3738;0.1221;0.0534;0.0458;0.0610;17.166;15.869;115.128;159.454;121.765;138.321;53.406;19.989;0.5341;18.463;0.4425;0.3815
R25;REM;26202.1;26219.6;17.50;17.014;12.207;0.6714;0.5112;0.4578;0.4501;0.3510;37.842;40.207;100.708;42.953;18.387;34.943;14.038;0.9995;0.3281;0.5264;0.6790
R25;REM;4047.0;4064.6;17.60;19.836;16.632;13.580;0.7782;0.0687;0.0610;0.7477;28.763;111.847;51.651;42.343;48.065;15.030;11.215;0.6790;16.937;21.515;0.9689
R25;REM;22890.0;22908.0;18.00;0.8163;0.4349;0.4425;0.5417;0.1297;0.1221;0.9079;37.384;23.804;99.030;66.910;156.021;12.131;0.6638;10.757;0.9613;0.4425;0.1831
R25;REM;28055.0;28073.3;18.30;0.6180;0.6027;0.3815;0.1068;0.0916;0.0763;14.801;30.441;23.880;82.932;12.741;32.578;48.370;37.918;19.531;0.6180;0.1297;0.1373
R25;REM;4152.0;4170.4;18.40;0.0610;0.0687;0.0687;0.0610;0.0610;0.0610;0.4349;94.452;587.311;407.028;98.190;96.054;118.637;23.651;0.7095;0.4730;0.1297;0.1755
R25;REM;3723.0;3741.4;18.40;0.6561;0.5188;0.4120;0.3586;0.3662;0.3738;15.564;28.992;23.117;149.002;25.177;47.150;70.572;13.885;13.657;0.6714;0.1297;0.1373
R25;REM;3077.0;3095.5;18.50;0.4883;0.4807;0.2365;0.0916;0.0687;0.0610;18.311;79.041;50.354;214.310;54.779;28.687;63.400;21.439;21.973;14.191;0.1450;0.1984
R25;REM;2913.0;2931.9;18.90;0.6332;0.6866;0.5569;0.3357;0.1678;0.0992;17.166;40.054;56.992;57.220;25.787;0.8469;149.231;16.708;0.4807;0.6485;0.1755;0.5035
R25;REM;4008.1;4027.1;19.00;51.498;0.4349;0.1221;0.1297;0.1221;0.1221;68.283;40.588;149.612;124.054;177.612;130.386;0.9232;17.776;0.4044;0.9384;18.082;0.7172
R25;REM;9062.1;9081.1;19.00;0.1678;0.1602;0.1526;0.1450;0.0992;0.0458;0.6638;12.894;18.463;34.103;102.921;28.305;23.575;0.8850;16.556;19.455;25.253;43.488
R25;REM;26708.0;26727.4;19.40;0.6943;0.4883;0.2518;0.1373;0.0992;0.0763;0.5112;36.697;46.539;0.6943;71.564;220.337;49.820;0.8392;11.139;21.515;0.3433;35.400
R25;REM;4335.0;4354.8;19.80;0.7477;0.6104;0.4654;0.2823;0.4959;0.3204;0.8469;48.447;47.226;11.444;23.499;13.580;88.730;11.520;18.082;20.981;23.346;23.727
R25;REM;25781.1;25801.1;20.00;14.725;0.8926;0.5798;0.4120;0.3967;0.3128;0.7858;19.684;13.733;18.539;19.836;0.9308;13.580;12.970;14.801;12.970;0.2975;0.6638
R25;REM;26141.0;26161.0;20.00;19.073;17.166;14.877;13.046;0.8240;0.6332;21.362;57.678;77.744;156.097;46.387;11.749;39.749;21.744;44.785;14.877;0.2289;0.1678
R25;REM;26313.1;26333.1;20.00;20.752;18.463;14.877;0.8011;0.3357;0.2060;0.5035;55.542;55.084;56.381;56.305;35.477;22.888;0.9155;13.809;10.529;0.2975;0.6638
R25;REM;28323.0;28343.0;20.00;10.452;0.5646;0.2670;0.1755;0.1144;0.0534;0.4501;21.515;10.681;0.5341;13.275;50.049;28.610;21.820;21.896;16.479;0.3128;0.4807
R25;REM;24677.0;24697.1;20.10;0.4578;0.5035;0.3128;0.1602;0.1984;0.2060;0.4044;30.746;70.190;36.697;12.054;0.3052;188.141;30.212;0.8469;0.5798;0.9079;11.444
R25;REM;26414.0;26434.1;20.10;19.379;11.063;0.7095;0.4501;0.2289;0.2060;0.5341;15.869;23.727;0.7095;0.9079;35.782;29.221;11.978;19.455;16.861;0.9079;11.444
R25;REM;28138.0;28158.1;20.10;23.651;17.700;0.5341;0.2823;0.2670;0.1831;12.589;28.687;78.354;44.785;80.795;33.798;47.379;0.4120;0.3052;0.8469;14.114;0.9918
R25;REM;7890.1;7910.5;20.40;14.572;13.733;16.937;0.6943;0.5646;0.3204;0.9689;35.019;17.242;29.297;0.9232;14.801;43.335;24.261;11.673;27.084;41.351;29.297
R25;REM;2444.0;2465.8;21.80;0.7782;0.8240;0.6027;0.2899;0.3586;0.3357;26.550;139.465;82.245;11.673;0.8850;36.850;59.814;18.997;15.793;18.921;0.7095;15.564
R25;REM;2666.1;2688.0;21.90;0.8392;0.7248;0.6866;0.7477;0.4807;0.3967;20.523;111.694;24.261;26.093;73.166;34.027;74.921;22.049;24.643;97.427;0.9689;0.9232
R25;REM;23777.1;23799.4;22.30;0.2289;0.4959;0.1450;0.1450;0.1602;0.1526;12.665;35.934;46.463;0.2213;0.1526;0.2365;32.806;28.687;17.929;53.635;11.520;10.300
R25;REM;3854.0;3879.0;25.00;10.223;0.9613;0.6027;0.3357;0.2518;0.1907;0.6790;46.844;46.234;16.556;18.082;22.049;61.417;24.872;10.300;17.548;0.4349;0.4654
R25;REM;23889.0;23918.1;29.10;25.711;17.090;0.6943;0.4272;0.1678;0.2136;93.842;99.564;12.436;0.5951;36.545;46.234;17.776;0.6866;17.242;0.8698;0.8698;0.0763
R25;REM;8163.0;8193.0;30.00;0.2518;0.2213;0.1755;0.1831;0.2136;0.2136;38.376;25.558;56.686;45.013;11.520;0.8850;10.300;40.131;12.817;21.362;0.1373;0.1678
R25;REM;3962.0;3992.1;30.10;0.7782;0.4349;0.1068;0.0916;0.0992;0.0763;22.736;31.967;108.566;51.727;13.580;75.912;40.588;30.518;0.5493;10.986;0.0458;0.2670
R25;REM;11825.0;11855.1;30.10;0.1297;0.1221;0.1144;0.0687;0.0305;0.0381;0.4196;68.283;69.504;40.131;36.545;12.970;35.553;25.024;16.785;29.221;0.2289;0.1221
R26;REM;23655.0;23659.0;4.00;16.861;17.319;14.420;14.648;29.907;53.101;0.5417;34.561;18.616;11.978;0.1297;0.0305;13.275;0.3510;0.2289;0.1450;0.4044;
R26;REM;23655.0;23659.0;4.00;16.861;17.319;14.420;14.648;29.907;53.101;0.5417;34.561;18.616;11.978;0.1297;0.0305;13.275;0.3510;0.2289;0.1450;29.907;0.0000
R26;REM;8981.1;8985.3;4.20;0.9384;0.8392;0.7858;0.8392;0.7324;294.647;32.501;42.496;26.016;64.468;141.602;67.368;21.896;0.8240;0.6790;0.6332;12.207;0.0000
R26;REM;8981.1;8985.3;4.20;0.9384;0.8392;0.7858;0.8392;0.7324;294.647;32.501;42.496;26.016;64.468;141.602;67.368;21.896;0.8240;0.6790;0.6332;49.133;0.0000
R26;REM;18200.1;18204.9;4.80;12.512;11.902;11.292;14.420;10.834;40.054;25.558;41.428;41.199;43.564;0.0229;0.8087;35.324;0.5493;0.2747;0.1907;0.4501;0.0000
R26;REM;18200.1;18204.9;4.80;12.512;11.902;11.292;14.420;10.834;40.054;25.558;41.428;41.199;43.564;0.0229;0.8087;35.324;0.5493;0.2747;0.1907;35.172;28.229
R26;REM;20670.0;20675.0;5.00;13.504;12.207;10.376;10.986;10.071;31.204;0.7706;54.169;201.492;137.100;0.4654;17.166;49.667;0.4654;0.1221;0.0687;22.354;75.684
R26;REM;26029.0;26034.0;5.00;19.150;19.455;19.531;16.937;14.954;38.223;18.692;17.624;70.267;16.937;0.3967;0.2365;0.9995;18.768;0.2136;0.4883;0.3052;0.3357
R26;REM;20670.0;20675.0;5.00;13.504;12.207;10.376;10.986;10.071;31.204;0.7706;54.169;201.492;137.100;0.4654;17.166;49.667;0.4654;0.1221;0.0687;27.237;0.3967
R26;REM;26029.0;26034.0;5.00;19.150;19.455;19.531;16.937;14.954;38.223;18.692;17.624;70.267;16.937;0.3967;0.2365;0.9995;18.768;0.2136;0.4883;12.436;0.4272
R26;REM;1057.0;1062.1;5.10;10.834;0.9232;0.8926;0.8850;10.681;27.847;15.488;21.362;19.684;29.221;0.1984;33.035;37.613;11.902;0.3662;0.1526;0.9384;0.7019
R26;REM;1057.0;1062.1;5.10;10.834;0.9232;0.8926;0.8850;10.681;27.847;15.488;21.362;19.684;29.221;0.1984;33.035;37.613;11.902;0.3662;0.1526;18.082;20.752
R26;REM;12448.0;12453.5;5.50;13.962;17.166;14.496;14.038;11.749;14.191;10.986;28.839;36.545;18.768;0.4730;0.3433;89.798;0.7935;0.1602;0.2594;0.4196;0.4120
R26;REM;15730.0;15735.5;5.50;10.757;0.9308;0.8926;0.8774;17.929;17.776;42.572;126.495;26.855;20.370;0.4044;10.681;28.992;0.5341;0.5112;11.978;14.725;12.054
